Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 61;5;2;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 62;1;1;0;1;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 63;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 65;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 67;3;0;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 68;5;0;0;0;0;0;2;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 69;5;0;0;0;0;0;3;0;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 70;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 71;5;0;0;0;0;0;4;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 72;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 73;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 75;9;2;0;0;0;0;8;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 79;10;0;0;0;0;0;3;2;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 7А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 81;5;0;0;0;0;0;1;0;0;0;3;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 85;11;0;0;0;0;0;7;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 89;7;0;0;0;0;0;4;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 8А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 8Б;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 8В;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 93;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 17 В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 23 А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 23-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 25-А;1;1;0;1;1;0;0;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 32-Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 46/2;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 7/60;16;3;0;0;0;0;11;0;0;0;4;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 87-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев СТ.МЕТРО КОНТРАКТОВАЯ ПЛОЩАДЬ 0;18;0;0;0;0;0;14;0;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 4;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 7;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 8;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. АНТОНОВА АВИАКОНСТРУКТОРА 9;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 107/А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 125/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 150/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 172/1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 26/26;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 56\15;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 74/12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 91/14;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 91\14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 14-16;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 143/1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 143/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 145/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 149/2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ОКРУЖНАЯ ДОРОГА 1/Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА  5 Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 11 А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 28-А;2;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 28-В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 30 Б;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 30-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 30-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 32-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 34 А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 34-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 37 Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 38-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 14-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 14-Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 17-В;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 19-А;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 19-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 19-В;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 22/1;8;2;0;0;0;0;3;2;1;0;2;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 24-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 26-В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 28-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 28-В;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 28-Г;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 30-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 32-А;11;10;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 34-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОРОДЕЦКОГО АРХИТЕКТОРА 1-3;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГОРОДЕЦКОГО АРХИТЕКТОРА 1/3;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ДАНЬКЕВИЧА КОНСТАНТИНА 1/74;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДАНЬКЕВИЧА КОНСТАНТИНА 1/79;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 11-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 19-А;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 26-І;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 26-Г;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 26-Д;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 33-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОБРОХОТОВА АКАДЕМИКА 20/19;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 126\1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 13/62;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 136/А;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 22-24;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КАРПИНСКОГО АКАДЕМИКА 12/25;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРУГЛОУНИВЕРСИТЕТСКАЯ 11/19;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 12;6;0;0;0;0;0;3;1;0;0;1;1;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 14;26;2;0;0;0;0;17;3;0;0;0;0;1
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 16;2;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 18;12;5;0;0;0;0;3;2;0;0;2;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 21;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 22;10;1;0;0;0;0;5;1;0;0;2;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 26;2;0;0;0;0;0;0;1;0;0;1;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 28;5;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 2А;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 48;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 4А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 8А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. МАРКСА КАРЛА (ТРОЕЩИНА) 40Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. НАБЕРЕЖНО-КОРЧЕВАТСКАЯ 25/2;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. НАБЕРЕЖНО-КРЕЩАТИНСКАЯ 39-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. НИКОЛЬСКО-БОТАНИЧЕСКАЯ 17/4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПЕТРОВСКОГО (СОЛОМЕНСКИЙ) 1;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПЕТРОВСКОГО (СОЛОМЕНСКИЙ) 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПЕТРОВСКОГО (СОЛОМЕНСКИЙ) 6;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПЕТРОВСКОГО (СОЛОМЕНСКИЙ) 8;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 12А;1;1;0;0;0;1;0;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 3-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 4-А;8;1;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 4-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 6*А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 6-А;8;7;0;0;0;0;8;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 6-В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. РЕСПУБЛИКАНСКИЙ СТАДИОН 30А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. РУСАНОВСКАЯ НАБЕРЕЖНАЯ 10/1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. РУСАНОВСКАЯ НАБЕРЕЖНАЯ 12/1;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 19-21А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА44В 44В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 26;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 30;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 32;5;0;0;0;0;0;5;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 36;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 42;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 43;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 57;3;1;0;0;0;0;2;0;0;0;1;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 63;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 67;3;1;0;0;0;0;0;0;0;0;1;1;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 69;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 71;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 73;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 75;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 78;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 79;14;1;0;0;0;0;12;0;0;0;2;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 81;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 83;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 85;6;4;0;0;0;0;3;2;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 87;4;2;0;0;0;0;4;0;0;0;0;0;0
Киев КВ. АНТОНОВА АВИАКОНСТРУКТОРА 13;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев НАБЕРЕЖНАЯ ДНЕПРОПЕТРОВСКАЯ 26-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА36Б 36Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 30/28;7;0;0;0;0;0;3;0;0;0;3;1;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 1-А;3;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 1-В;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 10А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 11А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 11Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 12А;4;2;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 12Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 12В;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 14Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 15А;3;0;0;0;0;0;0;2;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 15Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 15В;4;2;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 17А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 17В;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 18А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 18Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2-А;3;0;0;0;0;0;1;0;0;0;0;1;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2-Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2-В;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2/1;6;0;0;0;0;0;5;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 20А;4;1;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 20Б;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 20В;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 20Г;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 21А;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 21Б;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 21Д;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 22А;6;2;0;0;0;0;3;0;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 24А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 25В;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 26Б;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 26Г;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 26Д;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 28А;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 28Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3-В;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 32А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 32Б;3;0;0;0;0;0;2;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 32В;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 32Д;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 34А;5;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 35А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 37А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 38Б;4;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4-А;3;3;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4-В;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4-Г;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 45А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 49Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 5-Б;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 5-В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 51А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 55А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 59А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 62А;4;1;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 63А;5;1;0;0;0;0;2;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 64А;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 66А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 69А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 72А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 73А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 79А;2;1;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 8-А;6;1;0;0;0;0;3;0;0;0;1;0;0
