Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 53-Б;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 54-А;3;2;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 56-А;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 59-А;3;2;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 63-В;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 6А/2;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 13-Б;19;1;0;0;0;0;10;0;0;0;5;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 13/Б;25;0;0;0;0;1;18;1;0;0;5;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 17/Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 31/А;6;0;0;0;0;0;4;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 40/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 44/А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА 55/А;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. ГЛУШКОВА АКАДЕМИКА23 23;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 7-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 9-А;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12 І;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12 А;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12 Г;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12 Л;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12 М;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12-А;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12-Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12-Г;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 12-Ж;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. КОРОЛЕВА АКАДЕМИКА 24 А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЛИНОВСКОГО МАРШАЛА 13;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 0;9;1;0;0;0;0;3;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 1;5;0;0;0;0;0;4;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3;6;1;0;0;0;0;4;1;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4;21;1;0;0;0;0;3;1;0;0;2;0;1
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 5;15;0;0;0;0;0;8;1;0;0;1;1;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 6;11;0;0;0;0;0;4;0;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 7;6;1;0;0;0;0;2;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 8;18;4;0;0;0;0;5;4;1;0;3;0;1
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 1/7;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 7 А;5;0;0;0;0;0;5;0;0;0;0;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 7-А;10;0;0;0;0;0;9;0;0;0;1;0;0
Киев ПРОСП. ПАЛЛАДИНА АКАДЕМИКА 7/9;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. РОКОССОВСКОГО МАРШАЛА 3;7;1;0;0;0;0;4;1;0;0;0;1;0
Киев ПРОСП. РОКОССОВСКОГО МАРШАЛА 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. РОКОССОВСКОГО МАРШАЛА 6;3;2;0;0;0;0;3;0;0;0;0;0;0
Киев СТ.МЕТРО ВЫДУБИЧИ (ВИДУБИЧІ) 0;17;0;0;0;0;0;9;0;0;0;0;0;0
Киев СТ.МЕТРО ВЫДУБИЧИ (ВИДУБИЧІ) 1;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев СТ.МЕТРО КРЕЩАТИК (ХРЕЩАТИК) 0;12;0;0;0;0;0;10;0;0;0;0;0;0
Киев СТ.МЕТРО КРЕЩАТИК (ХРЕЩАТИК) 1;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 10/Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 14/Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 20/В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 23-В;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. АНТОНОВИЧА (ГОРЬКОГО) 9/14;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. БЕРЛИНСКОГО МАКСИМА 27-А/9;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. БОЛЬШАЯ ВАСИЛЬКОВСКАЯ 71/6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 28В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5 Б;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5 В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5 Г;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5-Б;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 5-Д;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. БУЛАХОВСКОГО АКАДЕМИКА 8 Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 10А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 14Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 14Г;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 17В;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 17Г;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 19Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 19В;2;2;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 24А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 26Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 28Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 30А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 32А;6;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 34А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 6-А;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 8-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 9-Є;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ВЕРБИЦКОГО АРХИТЕКТОРА 9-Б;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ГОРОДЕЦКОГО АРХИТЕКТОРА 15;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ГОРЬКОГО (КОЦЮБИНСКОЕ) 100;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГОРЬКОГО (СОЛОМЕНСКИЙ) 176;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДАНЬКЕВИЧА КОНСТАНТИНА 7-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 1-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 5-А;3;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 7-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВСКАЯ НАБЕРЕЖНАЯ 9-А;5;2;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ДОБРОХОТОВА АКАДЕМИКА 11 А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБАЛОТНОГО АКАДЕМИКА 20-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБАЛОТНОГО АКАДЕМИКА 20/А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 148А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 20-А;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 20/А;2;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 31-Ж;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 48-А;5;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 48/А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА 58/А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗАБОЛОТНОГО АКАДЕМИКА25 25;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗАСЛОНОВА КОНСТАНТИНА 13-А;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗАСЛОНОВА КОНСТАНТИНА 24/2;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. КОТЕЛЬНИКОВА МИХАИЛА 111/2;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. КОТЕЛЬНИКОВА МИХАИЛА 29/18;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КОТЕЛЬНИКОВА МИХАИЛА 32/11;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА *;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 0;2;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 2;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЛЯТОШИНСКОГО КОМПОЗИТОРА 8;6;1;0;0;0;0;4;1;0;0;0;0;0
Киев УЛ. МАЛИНОВСКОГО МАРШАЛА 23/27;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. МАЛИНОВСКОГО МАРШАЛА 24/10;4;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. МАЛИНОВСКОГО МАРШАЛА 27/23;6;0;0;0;0;0;2;0;0;0;2;0;0
Киев УЛ. МАЛИНОВСКОГО МАРШАЛА, 15/3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МАРКСА КАРЛА (ТРОЕЩИНА) 32;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. МАРКСА КАРЛА (ТРОЕЩИНА) 36;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. МАРКСА КАРЛА (ТРОЕЩИНА) 39;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. МАРКСА КАРЛА (ТРОЕЩИНА) 61;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. МАЯКОВСКОГО ВЛАДИМИРА 34-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. МИЛЬЧАКОВА АЛЕКСАНДРА 1/18;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. НАБЕРЕЖНО-КОРЧЕВАТСКАЯ 136;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. НАБЕРЕЖНО-КРЕЩАТИНСКАЯ 1-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НИКОЛАЕВА АРХИТЕКТОРА 1/27;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НИКОЛЬСКО-БОТАНИЧЕСКАЯ 6/8;3;0;0;0;0;0;0;0;0;0;1;1;0
Киев УЛ. НОВОКОНСТАНТИНОВСКАЯ 13/10;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НОВОКОНСТАНТИНОВСКАЯ 15/10;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НОВОКОНСТАНТИНОВСКАЯ 15/15;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. НОВОКОНСТАНТИНОВСКАЯ 22/15;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПАНТЕЛЬКИНА АНАТОЛИЯ 20/14;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 12;2;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 16;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 18;4;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 20;3;1;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 21;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 3А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 4А;6;2;0;0;0;0;6;0;0;0;0;0;0
Киев УЛ. ПОДВЫСОЦКОГО ПРОФЕССОРА 4Б;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ПОЛИТЕХНИЧЕСКИЙ ИНСТИТУТ 1;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. РОКОССОВСКОГО МАРШАЛА 10-А;6;2;0;0;0;0;6;0;0;0;0;0;0
Киев УЛ. РУСАНОВСКАЯ НАБЕРЕЖНА 18/1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. СТАЛЬСКОГО СУЛЕЙМАНА 22/10;11;0;0;0;0;0;7;2;0;0;1;0;0
Киев УЛ. ТУТКОВСКОГО АКАДЕМИКА 37-Б;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. УБОРЕВИЧА КОМАНДАРМА 29/22;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 16/22;4;0;0;0;0;0;1;0;0;0;2;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 16/56;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 17/52;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 19/21;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 30/10;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 31/27;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 33/34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 40/25;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ХМЕЛЬНИЦКОГО БОГДАНА 88/92;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ШЕВЧЕНКО (СОЛОМЕНСКИЙ) 111;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ШЕВЧЕНКО (СОЛОМЕНСКИЙ) 143;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРНАДСКОГО АКАДЕМИКА 1;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ВЕРХОВНОГО СОВЕТА 12/22;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев БУЛЬВАР ВЫСОЦКОГО ВЛАДИМИРА 8-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев БУЛЬВАР ХМЕЛЬНИЦКОГО БОГДАНА 3Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ДОРОГА НАБЕРЕЖНО-ПЕЧЕРСКАЯ 10/А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ВЕРБИЦКОГО АРХИТЕКТОРА 5;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СЕВАСТОПОЛЯ 44/10;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. ГЕРОЕВ СТАЛИНГРАДА 21/38;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. ГОНГАДЗЕ ГЕОРГИЯ 20-А/85;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 10-А;3;1;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 14-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 17-А;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 2/44;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев ПРОСП. КОМАРОВА КОСМОНАВТА 42-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 10;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 11;7;2;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 12;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 15;8;3;0;2;0;0;1;1;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 16;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 17;101;48;0;0;0;0;23;2;0;0;7;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 18;9;1;0;0;0;0;4;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 19;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 1Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 1В;5;1;0;0;0;0;3;1;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 20;6;1;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 21;9;2;0;0;0;0;7;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 22;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 23;4;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 24;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 25;5;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 26;53;2;0;0;0;0;26;4;0;0;14;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 28;5;2;0;0;0;0;1;1;0;1;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 29;7;0;0;0;0;0;3;0;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2А;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 2В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 30;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 31;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 32;9;1;0;0;0;0;5;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 34;7;3;0;0;0;0;4;1;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 35;5;0;0;0;0;0;1;1;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 36;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 37;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 38;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 39;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3А;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 3В;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 40;9;1;0;0;0;0;2;1;0;0;2;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 41;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 43;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 45;11;2;0;0;0;0;3;0;0;0;5;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 46;6;0;0;0;0;0;4;0;0;0;0;0;1
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 47;13;1;0;0;0;0;7;2;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 49;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4А;4;1;0;0;0;0;3;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4Б;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4В;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 4Г;3;0;0;0;0;0;1;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 50;4;1;0;0;0;0;3;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 52;3;1;0;0;0;0;2;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 53;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 55;5;1;0;0;0;0;1;1;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 58;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 59;7;0;0;0;0;0;6;0;0;0;1;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 5В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев ПРОСП. МАЯКОВСКОГО ВЛАДИМИРА 60;1;0;0;0;0;0;1;0;0;0;0;0;0
